article_id,similar_images,similarity_scores
378124012,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
378135037,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
378447011,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
378447036,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
378447046,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
378719001,"[829021001, 648976001, 919008001]","[1.0, 1.0, 1.0]"
383569008,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
384654023,"[638039004, 793945002, 734435001]","[1.0, 1.0, 1.0]"
386678001,"[909955003, 743218001, 615420002]","[1.0, 1.0, 1.0]"
386859030,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
387348023,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
387444006,"[761699002, 883692009, 763665001]","[1.0, 1.0, 1.0]"
388916006,"[909955003, 743218001, 615420002]","[1.0, 1.0, 1.0]"
389236006,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
389388001,"[698260001, 684212002, 803986011]","[1.0, 1.0, 1.0]"
389479006,"[853006001, 658880001, 754236004]","[1.0, 1.0, 1.0]"
390469006,"[827907013, 855706003, 743223003]","[1.0, 1.0, 1.0]"
391032011,"[661468002, 555340004, 560209001]","[1.0, 1.0, 1.0]"
391598059,"[821756004, 853840001, 821138003]","[1.0, 1.0, 1.0]"
392168020,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
392220001,"[499334003, 392220001, 695341001]","[1.0, 1.0, 1.0]"
393321007,"[664361001, 456032014, 699453001]","[1.0, 1.0, 1.0]"
393750002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
393993002,"[811756002, 857812006, 801938001]","[1.0, 1.0, 1.0]"
394522003,"[754344001, 777045001, 738230004]","[1.0, 1.0, 1.0]"
394803011,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
395127012,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
395127028,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
395730018,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
396135023,"[514865004, 548986001, 813421004]","[1.0, 1.0, 1.0]"
396135035,"[609646001, 588588010, 500435120]","[1.0, 1.0, 1.0]"
397688006,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
398089023,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
399061028,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
399087011,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
399087015,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
399256023,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
399589015,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
400246010,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
400285006,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
400285020,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
401020005,"[552041001, 636809001, 894941002]","[1.0, 1.0, 1.0]"
401044002,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
401044031,"[796059001, 703775001, 573716013]","[1.0, 1.0, 1.0]"
401044034,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
402382009,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
403479007,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
403579007,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
403844008,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
404864012,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
405636020,"[796059001, 703775001, 573716013]","[1.0, 1.0, 1.0]"
405636031,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
406181002,"[861600002, 547636001, 839824002]","[1.0, 1.0, 1.0]"
406724017,"[796610003, 663603002, 406724017]","[1.0, 1.0, 1.0]"
407663001,"[757805003, 757812001, 757813005]","[0.0, 0.0, 0.0]"
408104020,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
408569009,"[527718001, 741261006, 827839002]","[1.0, 1.0, 1.0]"
408649007,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
411413001,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
411413004,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
411499001,"[866636002, 893562001, 752857002]","[1.0, 1.0, 1.0]"
413599003,"[827907013, 855706003, 743223003]","[1.0, 1.0, 1.0]"
413707008,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
416089002,"[883341001, 749420001, 674586001]","[1.0, 1.0, 1.0]"
416511009,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
417088003,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
417427001,"[721160001, 108775044, 757812001]","[1.0, 0.0, 0.0]"
418545001,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
419634001,"[419634001, 859174003, 679709019]","[1.0, 1.0, 1.0]"
420396005,"[751286001, 723469001, 541518018]","[1.0, 1.0, 1.0]"
421387028,"[736765001, 678421004, 654910001]","[1.0, 1.0, 1.0]"
422106001,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
422106017,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
423900012,"[741356005, 729928018, 497664024]","[1.0, 1.0, 1.0]"
425218024,"[870434001, 586333001, 813179001]","[1.0, 1.0, 1.0]"
425683014,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
427558004,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
429313021,"[827907013, 855706003, 743223003]","[1.0, 1.0, 1.0]"
429313025,"[827907013, 855706003, 743223003]","[1.0, 1.0, 1.0]"
430137006,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
430157006,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
430694018,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
431570017,"[861600002, 547636001, 839824002]","[1.0, 1.0, 1.0]"
433252005,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
433275019,"[801751001, 523558007, 565202003]","[1.0, 1.0, 1.0]"
433444016,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
436570023,"[883341001, 749420001, 674586001]","[1.0, 1.0, 1.0]"
436570028,"[624761002, 834437002, 669999003]","[1.0, 1.0, 1.0]"
436853003,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
437150001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
438702001,"[666444001, 616976003, 733749006]","[1.0, 1.0, 1.0]"
439646001,"[827907013, 855706003, 743223003]","[1.0, 1.0, 1.0]"
441386015,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
442345028,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
442915007,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
442915010,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
443078008,"[736640004, 742525002, 867943002]","[1.0, 1.0, 1.0]"
443696004,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
443696021,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
443696043,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
444325007,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
445419005,"[609355013, 651015001, 745475014]","[1.0, 1.0, 1.0]"
446155003,"[622097001, 698264001, 757511004]","[1.0, 1.0, 1.0]"
446224002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
446224016,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
447201011,"[527718001, 741261006, 827839002]","[1.0, 1.0, 1.0]"
447264003,"[552041001, 636809001, 894941002]","[1.0, 1.0, 1.0]"
447694015,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
448262040,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
448262041,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
448509029,"[666444001, 616976003, 733749006]","[1.0, 1.0, 1.0]"
448515026,"[666444001, 616976003, 733749006]","[1.0, 1.0, 1.0]"
448515034,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
449123026,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
449175003,"[609646001, 588588010, 500435120]","[1.0, 1.0, 1.0]"
449175004,"[702483004, 449175004, 615988002]","[1.0, 1.0, 1.0]"
449192003,"[886728001, 860231004, 663613001]","[1.0, 1.0, 1.0]"
449263024,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
449263030,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
449263031,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
449570038,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
449570064,"[698260001, 684212002, 803986011]","[1.0, 1.0, 1.0]"
449897013,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
449897050,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
450604008,"[801751001, 523558007, 565202003]","[1.0, 1.0, 1.0]"
450662006,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
450780006,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
451229049,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
451290015,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
451380003,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
451380026,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
451650001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
451744005,"[702483004, 449175004, 615988002]","[1.0, 1.0, 1.0]"
451744018,"[702483004, 449175004, 615988002]","[1.0, 1.0, 1.0]"
452486003,"[485726004, 673214025, 779924003]","[1.0, 1.0, 1.0]"
452717007,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
452851031,"[477515013, 714900001, 621018003]","[1.0, 1.0, 1.0]"
452898011,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
453065026,"[477515013, 714900001, 621018003]","[1.0, 1.0, 1.0]"
453065028,"[805806003, 692783005, 881359001]","[1.0, 1.0, 1.0]"
453239044,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
453272037,"[741356005, 729928018, 497664024]","[1.0, 1.0, 1.0]"
453272057,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
453272067,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
453309010,"[514865004, 548986001, 813421004]","[1.0, 1.0, 1.0]"
453358003,"[851890001, 453358003, 758034002]","[1.0, 1.0, 0.0]"
453358007,"[741537001, 633960001, 740299001]","[1.0, 1.0, 1.0]"
453445028,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
453453020,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
453453024,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
453585014,"[609646001, 588588010, 500435120]","[1.0, 1.0, 1.0]"
453765005,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
453765006,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
455014022,"[477515013, 714900001, 621018003]","[1.0, 1.0, 1.0]"
456032014,"[664361001, 456032014, 699453001]","[1.0, 1.0, 1.0]"
456032018,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
456163018,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
456163026,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
456163070,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
456245002,"[798288004, 355072001, 541286032]","[1.0, 1.0, 1.0]"
456641003,"[698260001, 684212002, 803986011]","[1.0, 1.0, 1.0]"
457039003,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
457079001,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
458032003,"[657188001, 619235002, 556545001]","[1.0, 1.0, 1.0]"
458064001,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
458393012,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
458428036,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
458882004,"[872000001, 696279001, 811756004]","[1.0, 1.0, 1.0]"
459149003,"[827907013, 855706003, 743223003]","[1.0, 1.0, 1.0]"
459307001,"[699600003, 644342001, 583392001]","[1.0, 1.0, 1.0]"
460302004,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
460363016,"[622963003, 822359002, 622963013]","[1.0, 1.0, 1.0]"
461327007,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
462128027,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
462435022,"[624612001, 687176004, 857525004]","[1.0, 1.0, 1.0]"
462435025,"[661399006, 600254001, 902869001]","[1.0, 1.0, 1.0]"
